BSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
304899,0.11,0.49,0.88,7.31,13.78,20.27,26.77,33.3,33.86,34.4,34.97,35.5,36.1,36.68,37.32,37.99,38.68,39.39,40.1,40.81,41.52,42.21,42.9,43.57,44.21,44.84,45.45,45.91
400001,7.87,10.41,14.7,19.05,23.45,34.65,41.84,47.33,52.86,58.38,59.09,59.76,60.51,61.23,62.03,62.86,63.7,64.57,65.45,66.32,67.2,68.05,68.89,69.7,70.47,71.23,71.95,72.5
400016,8.47,5.87,5.13,4.48,3.9,5.42,8.01,8.8,9.64,10.46,11.31,12.11,12.99,13.84,14.76,15.72,16.68,17.69,18.68,19.67,20.69,21.65,22.59,23.52,24.37,25.21,26.0,26.6
400071,0.17,0.18,3.83,14.36,24.93,35.55,46.98,54.35,55.19,56.02,56.89,57.7,58.62,59.51,60.5,61.53,62.59,63.68,64.77,65.86,66.97,68.03,69.08,70.11,71.1,72.07,73.0,73.71
400094,8.2,8.2,10.86,19.88,28.97,38.09,47.98,54.85,55.67,56.47,57.32,58.12,59.0,59.88,60.83,61.83,62.85,63.9,64.95,66.01,67.07,68.1,69.1,70.1,71.03,71.96,72.84,73.52
400102,25.51,25.52,27.07,28.65,32.66,39.2,44.24,47.81,48.56,49.3,50.08,50.81,51.64,52.44,53.32,54.24,55.17,56.14,57.11,58.08,59.06,60.01,60.93,61.83,62.68,63.52,64.31,64.92
400107,0.13,8.13,16.15,24.19,40.07,57.86,66.51,75.18,81.7,82.22,82.76,83.27,83.83,84.39,85.0,85.63,86.28,86.95,87.62,88.29,88.97,89.62,90.26,90.89,91.49,92.08,92.65,93.08
400113,0.11,0.11,0.13,0.16,3.12,9.15,13.33,17.57,18.37,19.17,20.04,20.86,21.79,22.72,23.74,24.81,25.92,27.07,28.23,29.39,30.55,31.69,32.8,33.88,34.92,35.94,36.92,37.68
400119,0.07,4.07,8.46,12.86,17.93,23.7,25.05,26.05,26.27,26.5,26.73,26.96,27.21,27.45,27.72,28.0,28.28,28.58,28.87,29.17,29.47,29.75,30.03,30.31,30.56,30.81,31.05,31.23
400128,0.15,0.15,1.18,2.22,4.49,8.04,10.84,12.66,13.09,13.51,13.95,14.38,14.85,15.31,15.8,16.32,16.85,17.4,17.94,18.49,19.05,19.58,20.1,20.6,21.07,21.53,21.96,22.3
